578160	1563384140
544964	9004120602
31342	0898702615
683914	 0140449086
52856	0198143842
226228	 0140440348
229082	 0521240808
11070	0198721129
683888	0131491792
128132	0415036895
683885	0131856448
17843	0415235715
319330	0415116465
629466	8846462823
332891	8835948444
1613	8880171496
1611	883593706X
33454	1557986320
689423	9780470034019
664102	8849812612
620826	8879899031
656711	8889224134
662020	8877509880
664105	8871889177
548502	0781714559
548626	0935643052
548623	0750605839
679976	0340905786
31860	093570275X
555425	0471335797
9116	0169-5347
332675	8805023736
169394	0436447002
171893	0126278504
551417	0773524754
10339	0198206801
146621	1850655006
304794	0674807413
551419	0801435390
551418	0521525071
280215	0300043724
603113	0340824352
680003	0029053250
151169	0631151303
543985	1860647839
316361	0333618491
683857	0749386622
273247	0571081789
648675	1857988825
619843	0099424916
7870	0099289520
648674	1595404309
563037	0141182997
683818	0340724897
547160	1843910144
625416	0520230620
683815	0664256643
625823	0195121627
654142	0754652807
625822	1851681086
522963	1857285107
683812	0814774687
625803	0521385547
14871	0333694767
625439	0892814926
322765	047160531X
25550	0750302178
11531	0201847698
11471	0201603365
224663	0582491274
20800	0521588154
224423	0471059099
264273	080183385x
616798	0131226053
17707	0415196930
317680	0300046316
703997	0852552580
703998	0253211409
320272	0122622707
313614	0803929587
303934	0713136480
274839	0521288029
24146	0716706938
18848	0471988227
7489	0070242682
551683	0471982962
562202	0887252168
416263	0140136320
562176	0716718057
562168	0071379460
561671	0199252327
523498	0140136290
244799	0416379303
315001	052139421X
163558	0691007683
313998	0907310281
314300	0520208870
315328	221807303x
425677	0713152877
19256	0500281793
271591	2714422594
269927	0300042620
269259	0729302938
303509	2020128640
278026	2070380971
529564	202000643X
322692	094846285x
529563	2020125269
300072	0719038359
15495	0340522399
300933	0333497570
38098	2070322793
37995	202000576X
529544	0262680912
313673	2091907125
26596	0791432866
30037	0853235015
310047	0333414306
24363	0719046114
36436	1859733689
17217	0415144884
302533	0415057299
36484	1859739873
277138	0415001315
544911	1859735754
526076	0719057612
37917	1903364086
10141	0198159579
11041	0198711190
38037	2020323095
559724	1861523998
543835	0273651994
4787	0333542479
8512	0140123822
250895	0586049819
562766	0618120785
16079	0393970876
523763	0395962447
8244	0132622394
297747	0415061199
272101	0807729116
298744	0898622174
21376	0521794447
25422	0748745882
21430	0534260225
294238	0330315463
294306	0330291084
294307	0140127119
294367	0679411674
313016	0870236881
291110	0632030488
30930	0878932437
579203	0815340729
553179	0957886853
565976	0198792913
266719	0300025734
26518	0791052583
32798	10624783
294811	0877226083
320134	0701165006
32442	09574042
27764	0807762539
31276	08967148
33822	1570030677
294258	0313257426
296253	081618884X
28467	0815308698
294946	0826207111
27011	0801857023
295769	0814205542
29240	082640815X
23374	070071636x
19440	0520206568
309964	0878056920
286094	0300048556
541333	0500283036
11939	0231102755
36727	186064354X
687177	0415942454
305793	0521320356
27600	0805740090
294809	0252014839
679899	189717733x
554294	1571812563
296108	0822311356
543068	1930618107
36709	1860642438
19796	0521392918
29192	0824824873
158214	009122800X
10655	0198280467
548728	082481696X
707448	0295974796
609307	 0226468127
6786	0022-4634
7120	0034-6594
33072	1363-9811
6602	0019-7289
7336	0044-8613
6166	0004-4687
7023	0030-851x
6693	0021-9118
11589	0217-9520
6325	0007-4918
120898	
165559	
147291	0876200722
165895	0520004590
617643	9080024724
25377	074861088X
21867	0582099544
30058	0853239401
316858	0820316490
555433	1557530017
143972	0202011089
28004	0812215583
27012	0801857058
3809	9057024012
23349	0700704426
566129	0824819748
526771	0415189772
297457	0813380278
301534	0333292774
30408	086091447X
5026	0801436680
213067	0691007780
277721	0854783962
5027	0822325586
262061	0938692291
31701	0911198873
299869	0816619654
29176	0824822811
20992	0521624959
316926	1859730272
574743	0847699102
19399	0520200691
524867	0691016925
18001	0415920124
19388	0520088611
28773	0820318434
270539	0867468688
21350	0521780039
28988	082231696X
346758	9812100911
17955	0415915430
26567	079142460X
166907	0521211409
21168	0521646227
561389	0198529112
20987	0521624738
23184	0691028702
1853755095	
165633	0485196441
163847	0198231873
438309	086008406X
13029	0295976136
481486	9067181080
145525	0422740802
708077	9781557668493
33161	1462-4745
543692	1362-4806
292054	069102863X
278301	0824810805
6329	0007-6791
226202	0700701524
246175	071020471x
13154	0300033362
672216	0968-7637
1799	029595812X
702171	1568028628
702170	9780521799973
693416	1842774999
222834	067496196X
202337	0195025717
306611	0198240740
19288	0520026594
306535	067413138X
109645	0234778229
229153	0156309203
262083	0521324157
171057	0486223922
262465	0253350425
298278	0631178015
11903	0231073992
17876	0415900182
526112	0939521334
298118	0691028567
166009	0521078253
179210	0198231792
7796	0094-0496
13739	0305-7674
299495	073260267x
225039	014006334X
29167	0824819179
317514	0520085477
301476	0896801756
10121	0198158831
526095	0896801500
171237	0671214640
118178	0520020340
203476	0710004788
205228	0674473604
254969	0801837502
265735	0195049896
171170	0140135103
524838	0415235642
268228	069107321X
27177	0803294352
303711	041590482x
193104	0416708803
159930	0262130696
267684	0691067244
281647	0631167846
172215	042274140X
288057	0333445295
284046	023105954X
34440	1850746060
34441	1850746281
34442	185074646x
453225	0116705701
317828	0713476362
25894	0752414984
255228	0521250889
532068	0713427396
522386	185728738X
311280	0900652799
31594	0905853210
17765	0415207673
2403	0297814109
35494	185585466X
457008	071346142X
23624	0713468564
9990	0197261744
17295	0415152046
19259	0500300119
310824	0415141036
318062	0691029091
259291	0715621475
23721	0714105996
310686	0713465662
319767	0253208335
315882	0415095573
24034	0715614819
26856	0801482801
313934	0415063191
316624	0801410770
13302	0300064926
13452	0300075332
35619	1856691098
136659	0521096626
601115	0521273668
277608	0306802988
318290	0521280842
318641	041512042x
313909	0521456649
111532	0701114363
701929	0273712314
614067	0124982654
8038	012498262X
19315	0520064437
563963	0135188385
308674	0133178684
16309	0412639300
568879	0273655574
34944	1853962503
679988	0194355748
613159	190423044x
701934	9781844806683
6016	0001-4664
4678	1857120906
296220	1857120094
12716	0271015527
560154	1861563337
319276	0194371891
626500	0194421856
626491	0521008433
626499	0521498805
317791	0415072085
315925	0132882833
626493	0631227377
564684	0754630439
270337	063115521X
277215	0674399773
564720	0226243125
9380	0192852655
138134	0851170250
236701	0198226845
126275	0199130337
15514	0340577525
564699	0521824346
134823	071007249X
216497	009145171X
564897	0521818044
564903	0820703362
564694	0521803772
22570	0631220240
279656	0521370825
291148	0340493089
20791	0521587581
564912	0333640772
277834	0226504514
532690	0754603814
142296	0333116607
313554	0226318753
315818	0746307381
313554	0226318761
15071	0333747836
564712	0802037232
10565	0198263988
210061	0571113834
534744	0674174658
27497	0804729883
270049	0582493765
710008	 9053566317
25196	0746311281
710581	 0520232658
277836	0870236911
20148	0521467772
689837	9780102944204
19885	0521423090
20865	0521593557
564905	0333773977
564681	0820702927
227606	0195013913
562175	0814749852
564918	0199247196
320258	014042346X
300297	0582084377
16496	041502949X
29203	0826209858
267931	0719024420
534742	0877549389
268662	0907040136
301763	0804720509
564668	0333725921
300847	0333212371
537620	0815323654
276779	0231058608
16661	0415087414
0226763641	
22855	0674637119
18973	0485121212
178294	0874718295
560146	0521645700
286858	0805781226
270910	0048000442
226791	0389203246
12698	0271009152
173384	0674679598
534743	0859678180
315817	0746307152
263798	0631133461
220596	0416658806
294139	0335099823
17732	0415202434
317356	0333425162
21213	0521655439
143065	0333138422
230400	0826203922
213894	0393092305
564920	0415940508
526194	0333625161
285749	0048000043
313084	0674785002
217460	0333271343
249228	058235479X
78800	0198120907
277456	0333384423
534746	019818249x
313876	0801420695
285278	0691015007
16545	0415053706
564702	0582309093
564700	0312232209
298082	0374521646
261653	087338315x
683035	0819567663
296183	0415063299
28121	0813119642
711946	 9780415340106
547752	0851705324
528139	0415067782
34766	1853311847
291181	082031112X
19509	0520212940
173733	0710082266
172540	0140137963
22629	0670855464
528755	0822325462
279433	0863581196
16392	0413703207
307499	0333447905
554137	0747558302
25901	0752817221
25898	0752803581
7914	0099799812
539405	0007110928
9619	0195096096
17030	0415129214
30340	0860518558
35640	1857027604
7359	0047920114
540414	1861054629
534971	0953407802
536913	1861052642
254215	0413489604
25899	0752809059
37791	1901237028
536895	0906362563
35630	1857021800
528757	0316857920
528992	0856406589
542672	0099426870
37651	1899344128
317255	0413690105
5348	0413173909
554957	1879505541
17351	0415157870
554982	0815410964
559422	1570719861
554139	0375725202
554978	0375410309
554977	0060188723
554134	0953746127
554975	0553569155
554136	028306353X
554135	1841152307
554138	0316610984
626494	0582403855
438197	1850110417
626496	0194370003
286241	0194371395
626497	0131919660
31118	0890-8389
14904	033371394X
242558	0442306156
16442	0413725200
23673	071364950X
475017	0001-4788
274429	0860036405
041346430x	
21677	0571190995
23494	0709059639
18203	0440502438
14172	0325001790
21735	057369916X
30913	0878300740
29095	0823088146
317184	1853962066
475030	0306-2406
257286	0713165138
295859	0631158669
1790	0521313554
257011	019815836x
152250	0833741187
391	041513837X
651448	0335211895
566915	0584100973
0485114275	
322111	0393967972
527904	0571194052
544676	1583910867
26234	0761960058
651390	1412902150
10200	0198183690
14799	0312164890
317329	0853234493
21392	0521806011
27352	0803979746
544785	1560328762
618150	0415253586
165429	9780140135718
421634	 0140600027
618151	0340758929
16507	041503583X
21015	0521627338
241715	071412026X
20158	0521469813
17040	0415129915
19739	0521376114
261283	0416325300
19252	0500281092
313926	0947816402
308461	0198140827
4852	052164349X
16804	0415107555
215944	0485111969
317939	0500202443
19176	0500203091
301407	0521330106
319180	0719029368
16997	0415126614
318294	1853991104
251723	0521276721
271772	0198132247
317915	0500202494
543774	0415113695
189185	0805235620
27782	0807843105
4854	0415172055
20495	0521561175
277617	0520058550
20038	0521450640
317009	1859730760
309055	0415067286
610660	0521661463
307314	0801495202
299961	0415086396
273089	0415026040
530401	0582095492
30672	0870239007
17902	0415907705
292018	0582354560
21999	058228533X
19710	0521358736
9326	0192834738
261388	0814792480
268671	0140432515
6093	0002-9300
299633	185224156x
9074	0165-070X
175066	0192158155
21695	0571194729
314043	0333541235
275963	0415016991
257799	014007161x
30192	0856462950
300809	0856462470
315010	1857540743
282191	0856358991
307586	0631170278
8781	0140445099
38191	2070532178
38807	2702114083
39099	2841090388
38643	2253029351
255979	0195035801
291126	2724605845
24537	0719556708
180977	0198225296
297257	0854963782
38090	2070362248
259736	0333259645
548003	0415017106
38553	2246205336
38110	2070367916
38648	2253047414
38552	2246129958
4985	2246191521
273758	0140442146
446816	0140431896
123599	0199120080
238268	0140441328
233610	0140440720
285297	0198144458
131846	0333118731
21839	0582063612
32612	0967-0742
673309	1904899072
6647	0020-871X
12280	0260-4868
683938	1461-8540
13734	0305-5736
12286	0261-0183
8952	0144-5596
7353	0047-2794
32530	0962-7898
36810	1861342357
646905	1901698750
14970	0333729781
560928	0333719336
12299	0261-4375
569326	0333692799
6490	0014-7281
12303	0261-5282
566695	1861344201
6069	0002-5569
17136	0415138566
9370	0192842234
30355	0860547892
301955	0006861725
25888	0752414496
14678	0333658086
123050	0500330220
290918	0806118180
298254	052138401X
561286	0752419544
30361	0860548635
20923	0521453542
9358	0192842013
20868	0521594030
309929	0520069668
320704	0521481856
274844	0713452765
30036	0853234264
22546	0631214437
23282	0691058717
22516	0631209328
30357	0860547981
30348	0860547280
19846	0521414857
25892	075241478X
481209	9004111158
278157	0859893308
37269	1873448074
568831	0415078504
525882	0300088949
522248	0333801989
568823	0273646095
568786	0198775245
311933	0719040795
30387	0860785882
25882	0752414097
453686	0116703237
262865	0906746108
561293	187054501X
31684	0907764266
311980	0947816968
199933	0860540715
13635387	
17334	0415156351
169752	0521283906
14573	0333642090
652151	0415163889
16689	0415093201
552934	1472-944x
667906	1412910862
522401	0761959084
5166	0335199755
572723	0761924051
453224	0116705523
29656	0851157491
12566	0265-5527
606471	0335215947
22051	0582298970
33187	1466-8025
530855	0199249377
544844	1857422392
24956	0745606679
698213	0761988106
547664	184014789X
19376	0520085760
572725	0415170168
7325	0044409575
523974	075092103x
34325	1841711187
30363	0860549542
568890	0631219714
322790	1857281810
282049	0713465611
106796	063111940X
150508	0520022386
282506	080183872X
123231	0701116269
430241	0709931212
421972	0709915071
294257	0415032199
30477	0862920515
229428	0416329004
553045	0631227210
113053	0852700245
277576	0195041763
273782	0714112704
210414	0709903898
307217	0719040302
578208	1563383543
687173	1575864681
6643	0020-7829
669381	1850438862
229670	0064301222
22462	0631203567
12958	0281051127
622964	1556128630
546175	0708317138
3757	0406983828
318490	1853832782
641506	0716743396
0313253250	
12964	0281051763
439228	0877734925
91	0334025478
89	0664253849
269901	0593015185
276103	0192860925
312228	0140080562
8557	0140158154
311558	014013462x
641495	0847678016
308885	0748605088
13650	0304338729
324216	0712652841
31631	0906506131
568411	186064614X
292329	0691008361
36715	186064628X
18974	0485121220
16593	0415067367
16027	0393037258
36699	1860646271
32003	0947752137
274570	0874133343
686811	0571178294
705707	156802908X
274421	0334023564
522684	0631224165
287168	0719032946
261198	0710208782
276310	0520028694
293427	0521334799
543854	033343448x
570432	0226394794
608615	0684866684
300468	0679723153
288392	022402258X
12006	0233989854
551652	1852852585
17850	041524076X
29748	0851707734
1860648053	
29704	0851705685
264008	0413165108
36713	1860642888
24380	0719047439
543854	0333444590
305168	0289800943
298485	0851703186
23068	0691008280
143270	0140212086
523128	082645139x
293186	0415076846
542815	186064306x
24349	0719044618
318121	0198742290
543924	0571191681
432577	0297781421
4651	0952409429
478572	0901627801
23565	0712659323
296100	0224027689
296106	0192852523
305484	0851703623
219153	0713910755
575765	0872200574
323971	0521348899
185909	0198760388
19645	0521293510
159683	0521291992
544004	0521429145
224231	0192875647
137708	0521085136
299078	0631175334
16892	0415116961
174262	0801408199
527337	0415217881
544002	0415165784
528713	0198237707
168917	0856210552
26575	0791427145
240895	0521289696
131829	0521081238
197044	0282070715
189082	0198271964
189461	0198245475
208318	0710006721
9060	0163-7479
444364	0334000742
577985	0691048908
576147	0199250499
17671	0415191475
262614	1850740909
5516	0500770220
17970	0415916674
641472	1563381095
535419	0631208410
286415	0521239613
15252	0334027217
312060	0792325257
623065	0631149449
311730	0851153305
32016	0947816984
265047	0005999782
20142	0521461448
170547	0002156105
272449	0850362423
98144	052104071x
160507	0198245513
144757	0521097010
623067	071882430x
128237	052108086X
13002	0292770510
9471	0195044584
311089	0582218780
33241	1551111020
8776	0140444262
288122	0852612524
655735	3764324252
9372	0192842331
262071	0691002762
317538	0521396417
228393	0460116606
309390	0915144433
302996	0192829548
249737	0140442952
165327	0030803055
17532	0415173981
302898	0198780265
303293	0874172039
43432	0582480469
302597	1557861471
561292	0691114811
288293	063114224x
266629	0710098456
34640	1852850019
271410	0415013518
416895	0521238641
20619	0521571510
289547	0915027720
261867	0729302717
316183	0415105757
686983	0765611031
213177	0333266714
679735	0435806092
160449	0521201896
276643	0631158839
576029	0415201993
131740	0674630009
277373	0819157414
250929	0853128529
107586	0296347086
568888	0070118833
319518	0673467899
23938	0714831689
180106	0701122439
561407	074251580X
25030	0745611052
653258	0199255709
23757	0714123013
332628	8774929291
315129	0714105775
542488	0415238536
674229	1403987874
651718	0205381308
23049	0691004218
574509	0071216294
31659	090713274X
678840	1852812443
248680	0855206985
678828	0415234638
299001	0198780281
110640	0269670653
286537	0198780427
11124	0198752164
646839	0752431404
16054	0393960269
280543	0745007627
704935	0199267774
203652	0521296765
272241	033349525x
319904	0195102681
315272	046087280X
703618	0632059761
481444	9057022370
670658	9780521851824
315067	0713632313
165516	0631139206
319270	0415104726
541942	0101557329
704933	1405111275
7645	0077091094
704934	0071238239
212039	0070177600
654308	0077107756
661283	0415336384
575678	0273655590
319337	1857282396
33431	1557866414
320787	0521436052
21926	0582246326
18840	0471985597
14357	0333582365
575690	0198775954
315075	1852784555
522935	0415226465
277118	185278167X
637795	1898059519
282317	0745002250
273649	0713129425
575692	019512684X
8402	0137204590
704963	0321305043
21979	058227656X
575888	0406963819
237108	0192837109
166481	0395139155
180960	0140430938
199980	0140431195
288279	0197224113
288279	0197224121
307908	0397446314
610934	0723432597
313242	0197224156
576944	0443064350
414677	0349116938
143533	0416773109
172786	0521215595
260619	0716716372
33454	1557982821
30560	0863774962
318610	0631148280
30579	0863777155
30567	0863775500
321975	0803979908
16092	0393973646
531545	0471969338
15320	0335194370
284730	0335153267
316363	0697104591
286675	0863770649
557526	0674287770
18844	0471987298
554859	0631197028
554491	0631228233
447516	0198542593
27235	0803955545
276621	0030119537
30657	0870133799
23108	0691012695
157677	009119251X
180678	0901050369
307219	0521459168
302629	0415144264
474065	0895-3309
547895	0141183012
438201	1869410157
272768	0521311128
8594	0140185666
298130	0670830534
9355	0192839993
305925	0140185542
16555	0415058635
547962	0340759410
547947	0415222060
16782	0415105900
321482	0415122678
273643	0415031214
17702	0415196485
556975	0333801334
534186	0415212626
251319	0416350704
291162	0253314135
268399	0333439716
1514	0231102437
34907	1853832375
236903	0859910911
143135	0713156880
538466	0582494370
317431	0521412366
288135	0801423287
286728	0805783253
23392	0701165073
316317	0821410873
20020	0521447925
27598	0805709533
556976	0415169283
28356	0813916755
6087	0002-8282
556978	0415145996
34932	1853836850
228926	0582486874
312878	1852932058
18635	0471947814
306963	0071128883
7537	007070189X
10209	0198183984
536747	0333618777
20863	0521593344
301397	0300060769
211719	0911198423
291098	0226291014
36205	1859282601
22189	0582493749
14233	0333340833
299898	0415067820
299971	0801426715
269830	0859912817
316682	0521412919
30293	0859914283
19965	0521438055
167734	0571048544
283336	0851155367
263262	0691067147
521692	0099284499
187016	0801819857
282742	0198128800
298361	0521418178
58028	0231089376
284551	0521312485
6277	0006861504
531235	0745621945
23869	0714681148
303943	0631189599
7754	0090-5917
32721	1045-5736
536668	0745615007
302624	0745609899
25131	0745623158
26175	0761956107
323085	0745612296
36124	1840641983
12915	0277-9536
522017	0130336335
312867	0716724111
523496	0571174485
525335	0521669731
525333	0521431883
21230	0521658799
15432	0335203884
27221	0803952457
27310	0803976666
11687	0226206815
26236	0761969276
8437601517	
332347	8437613930
481623	9682705673
294972	0340561858
23685	0713990716
282935	0198227647
283072	0198286589
290686	0198772742
309941	0521425204
309895	0582228174
265732	0333345223
272997	0521330084
11599	022404172X
20939	0521620465
13049	0297818562
298734	034048795x
302527	0415088100
524426	0631204377
31565	0905347749
196600	0704331543
296109	0333491580
24226	0718514467
279843	0006860524
332296	8432215252
12985	0292708823
252955	0860917851
261277	0049090194
21007	0521626269
298555	0333369548
20282	0521468337
19970	0521439884
19963	0521436826
234638	0416365302
262729	0140225803
19890	0521423724
240009	0006357946
323423	0582486750
295589	0861878221
307280	0853157863
319201	0853158118
20381	0521550955
523513	0822316145
235885	0192158651
304462	0521314933
171070	0856641243
523525	1899365036
28623	0816623155
179041	0691097984
28602	0816617430
20722	0521581478
523515	0415058848
287783	0906224454
20029	0521449235
284327	0745607934
273130	0571149758
103153	0436068702
126038	0140212523
126291	0043301800
307966	086187188X
291544	0631182764
132807	0715606085
9169	019210022X
6299	0006863760
299603	090622442x
1069	1857281608
455043	0140179127
35780	1857282469
22488	0631206434
319485	0803989903
319436	0631183140
30570	0863775713
27658	0805820566
22389	0631197737
9887	0195213769
319436	0631183159
37653	1899365109
35366	1855660652
25590	0750630833
524537	0631210628
33968	1572591536
683997	190477203x
521702	019850229X
37654	1899365265
15648	0340691654
291863	0860919528
9719	0195110013
523522	0860916049
13001	0292765088
332328	8437504198
291611	0860915417
36533	1859842623
9849	0195129962
37470	1884964184
23945	0714832103
303163	0140125590
570583	0905838742
570584	0803292155
6990	0030223180
284653	0805350152
316109	047158651X
320978	0697142671
307582	0198556942
561007	0130451428
22050	0582298261
458527	0198559305
307634	0582066948
15525	0340593245
315955	0716720094
274547	0851702430
277873	0691006040
547614	0415277876
689504	1592132723
298954	0520073681
647964	0964-4016
616908	0742535878
657055	0415302765
27290	0803975171
23861	0714680664
30041	0853236038
28370	0813918952
312912	1855660318
23452	0708310117
318029	019815870X
28303	0813515378
36530	185984233X
297344	025206139X
28520	0815329717
570022	1859961525
36559	1859960561
523490	0072324813
40466	3906758788
611715	0761970363
553618	0140512888
322484	0582227089
310850	0814324576
682224	0761943900
295809	0195024869
605211	1557987912
22227	0618043047
31723	0915032538
6397	0010-7484
578330	0321044665
522230	0072286415
614322	0618170286
703572	0761942157
33032	1358-8184
6903	0026-7961
190899	0435840762
204032	058229536X
203079	0198284209
297113	0719034388
21965	0582259924
307599	0198287496
298941	0333442563
14941	0333721373
195851	0333215826
290694	0485113929
283084	0745004989
282376	0198233051
6242	0006384498
317357	0582080894
0421798904	
577847	040693407X
0582822807	
34243	1841130842
8898	0141-8033
33052	1360-9939
295613	0198257767
546630	0333645561
543448	0521644313
534760	1903240360
575432	076192342X
562251	0155080660
617704	0471658448
240578	0719014506
626192	0192-2882
692805	0199245223
15412	0335201458
693462	0333606779
278240	0415047846
13118	0299146847
299652	0472061828
17377	0415161185
630680	026261121X
677640	0273705121
308063	0745010830
0485006154	
317975	0631185585
12523	0263-2764
11207	0198781172
128273	0521082935
316336	080398636X
321505	0803975635
4136	033519866X
688442	1853838349
007114658x	
22148	0582368766
320843	1557865078
303652	0471961752
522248	0333801997
304720	0231076231
28548	0815627432
27374	0803985320
297192	0631145478
711533	9781566398541
319516	0471492426
35297	1855214547
661309	1843764008
34168	1840144971
4900	1840144912
4899	1840147822
261790	0387962727
407103	
20105	0521461472
577061	0130169854
1695	0521553210
7278	0042-0980
297621	3110137259
451772	011340851X
4898	007709316X
15034	0333739817
692442	0199259801
0198765576	
547196	0199253951
12656	0268-5809
2807	0406046549
319516	0471941824
711743	0719041422
29453	0847685411
377	1854331264
26877	0801434440
32410	0954-5794
528766	0816631085
185909	019876037X
7233	0039-3657
32230	0951-7367
6308	0007-0955
576720	0761942092
547565	0195103572
7342	0046-2772
6744	0022-2437
32446	0957-8765
576650	1903364566
447547	0195017617
6938	0028-6087
19052	0486-3739
25467	0749287454
576024	0335213251
15228	0333947150
6458	0013-8304
693278	0874138167
692806	0333668979
6461	0013-838X
6936	0028-6060
7795	0094-033X
273716	0631162941
528125	0631207139
258768	0198247702
35282	1855065371
280460	0224027123
19775	0521391318
17526	0415173191
22254	0631169407
232931	0192876287
232913	019824651X
276191	0631169563
261453	0192876774
263690	0715609599
143136	0006324290
271661	0333384881
296835	0262670011
265932	0333428358
264160	0415006562
21241	0521660262
277211	0521365619
34976	1854110276
295118	0226035360
277919	0521376734
493	0521484847
20342	052149866X
312484	0521421276
21878	0582210151
251980	0374126267
236425	0330258702
299161	0099967502
305218	0822305984
19623	0521254213
293810	0582061555
194769	0140214917
559746	0521783925
267991	0195041798
10195	0198183542
184449	0582012058
138053	0807811556
260032	0192820478
267044	0231066333
307772	019818252X
4964	0582088437
303869	0415015022
323447	0816625328
296882	0415016622
237765	052133800X
8747	0140434895
292277	0333575598
291855	0393955524
8882	0141182431
262913	0140067027
139987	014018368X
26228	0761959033
280955	0631162046
276323	0745606148
33429	1557866023
279755	0333475100
693173	041523963X
290619	0415067499
32492	0959-8499
571347	041525227X
666046	1860811051
287414	0745600816
202422	0710003587
323770	0415088046
16654	 0415084954
609933	0415039495
6707	0021-9630
719690	9780870847127
35081	1854331817
295863	0140165495
19668	0521315557
26144	0761954325
9044	0163-4437
188082	 0416813909
20981	 052162407X
232165	0091420717
26031	0761905340
7088	0033-2909
169333	0091279100
397813	0853152373
186637	0091341507
165394	0904383032
232758	0713443146
278952	0335151078
6318	0007-1315
9260	0192834401
9335	0192836668
298093	0192815024
288147	0861043707
287905	0080367135
295862	0124940617
307204	0745010733
11202	0198780974
296405	0631169768
273369	0745605486
266794	0710213379
18646	0471952044
22480	0631205519
226337	0631131388
33892	1571811672
242015	0860918203
34633	1852788925
305120	0631166262
312894	0745601073
272434	0803981996
281976	0006861377
287807	0745006566
293361	0745603025
303674	0415081580
319820	0224036882
320819	0099366819
322706	0631191666
36547	1859848435
6253	0002559137
312283	0198203594
283335	0333536606
303674	0415081572
17003	041512705X
10712	019829252X
296684	014014854X
320676	0880486880
265839	0333363116
295387	0198277466
289628	0860034070
274717	0333344391
278717	0330314874
229407	0860917371
291300	0745306543
305044	0860914127
1071	0415140676
323423	0582486769
14955	0333725484
17050	0415125529
307406	012494065x
297787	071903809X
24483	0719054826
24478	0719054621
14140	0316856363
